kappa,mse
-1.0,96.87071875765061
-0.95,3.2438854918578652
-0.9,3.954687421023671
-0.85,3.96244955795757
-0.8,3.965450363491491
-0.75,3.9688053470291664
-0.7,3.9725806317901755
-0.6499999999999999,3.976859751052703
-0.6,3.9817496994523984
-0.55,3.9873896636066566
-0.5,3.9939638863707287
-0.44999999999999996,4.001721076856775
-0.3999999999999999,4.0110044765107995
-0.35,4.022299788345048
-0.29999999999999993,4.036313958595806
-0.25,4.0541087221542345
-0.19999999999999996,4.07733299173781
-0.1499999999999999,4.108630433141472
-0.09999999999999998,4.15231283543122
-0.04999999999999993,4.21505390376948
0.0,4.301603694246537
0.050000000000000044,5.787503434070724
0.10000000000000009,10.55530085408367
0.15000000000000013,13.867770957569912
0.20000000000000018,17.114749600684195
0.25,20.34465754816811
0.30000000000000004,23.042565283057424
0.3500000000000001,24.294270310658074
0.40000000000000013,25.624927731913573
0.4500000000000002,27.450455684825833
0.5,25.495049998811712
0.55,42.55827308038928
0.6000000000000001,41.69813918482417
0.6500000000000001,42.92839128622317
0.7000000000000002,70.90625151031475
0.75,71.16631193980355
0.8,43.35083859128549
0.8500000000000001,99.86638131945993
0.9000000000000001,71.5707866228211
0.9500000000000002,43.79319696015671
1.0,72.05450994957258
